,0,1,2,3
0,0.0,90.0,10.0,0.0
1,0.0071541434313414,89.0,11.0,0.0071541434313414
2,0.02527135409160034,90.0,10.0,0.01811721066025894
3,0.1849222624708634,89.0,11.0,0.15965090837926307
4,0.18518756806298925,90.0,10.0,0.00026530559212582794
5,0.22209712131579704,89.0,11.0,0.036909553252807786
6,0.25377033451420794,90.0,10.0,0.0316732131984109
7,0.3049958598413024,89.0,11.0,0.05122552532709443
8,0.3114242112892604,88.0,12.0,0.00642835144795803
9,0.3130283034112386,89.0,11.0,0.0016040921219782128
10,0.3348688177096768,88.0,12.0,0.021840514298438207
11,0.3704961179634573,87.0,13.0,0.03562730025378053
12,0.5318660560181195,86.0,14.0,0.1613699380546622
13,0.5619223323754422,87.0,13.0,0.030056276357322706
14,0.5895616465915242,86.0,14.0,0.02763931421608205
15,0.6059903246544243,85.0,15.0,0.016428678062900062
16,0.6172866261122015,84.0,16.0,0.01129630145777729
17,0.638584479769845,83.0,17.0,0.0212978536576435
18,0.6411727162785797,84.0,16.0,0.002588236508734708
19,0.6529018728668906,83.0,17.0,0.011729156588310911
20,0.7208028109547665,82.0,18.0,0.06790093808787587
21,0.752040249391395,81.0,19.0,0.03123743843662853
22,0.7572768939561744,80.0,20.0,0.0052366445647793625
23,0.7627794327295647,79.0,21.0,0.005502538773390398
24,0.7637655833916023,78.0,22.0,0.0009861506620375369
25,0.8039372083860215,77.0,23.0,0.04017162499441912
26,0.8067897996143613,76.0,24.0,0.0028525912283397592
27,0.8405710807746751,77.0,23.0,0.033781281160313856
28,0.8568871044827713,76.0,24.0,0.01631602370809618
29,0.8618201149591476,77.0,23.0,0.004933010476376265
30,0.8738507477949665,76.0,24.0,0.012030632835818907
31,0.8785296441094043,75.0,25.0,0.004678896314437744
32,0.9017592031514174,74.0,26.0,0.023229559042013227
33,0.9202096623602348,75.0,25.0,0.018450459208817365
34,0.9276239825009405,74.0,26.0,0.00741432014070561
35,0.9384810784890445,75.0,25.0,0.010857095988104078
36,0.9496012052395841,74.0,26.0,0.011120126750539612
37,0.9507749820468193,75.0,25.0,0.001173776807235223
38,0.953181258239729,76.0,24.0,0.0024062761929096402
39,0.9850963059390615,75.0,25.0,0.03191504769933252
40,0.989607121835327,76.0,24.0,0.004510815896265422
41,1.0860799229514464,75.0,25.0,0.0964728011161194
42,1.089791469577211,74.0,26.0,0.0037115466257647612
43,1.1082209350471737,73.0,27.0,0.018429465469962707
44,1.1311211595112873,72.0,28.0,0.022900224464113602
45,1.1559870732156,73.0,27.0,0.02486591370431261
46,1.1585878555831413,74.0,26.0,0.0026007823675414325
47,1.1614875914107972,75.0,25.0,0.0028997358276559373
48,1.1893074962381338,74.0,26.0,0.027819904827336744
49,1.2104887720663622,75.0,25.0,0.021181275828228468
50,1.2169832231834905,74.0,26.0,0.0064944511171283826
51,1.237521486707779,73.0,27.0,0.020538263524288617
52,1.2913192060363121,72.0,28.0,0.053797719328532986
53,1.3094979105750761,71.0,29.0,0.018178704538764027
54,1.3129154637725808,72.0,28.0,0.0034175531975047563
55,1.323230295829925,71.0,29.0,0.010314832057344151
56,1.3766742825361777,72.0,28.0,0.05344398670625275
57,1.413653962967742,71.0,29.0,0.03697968043156419
58,1.414153712532037,70.0,30.0,0.0004997495642947962
59,1.4272716841440751,69.0,31.0,0.013117971612038131
60,1.4369114310921285,70.0,30.0,0.009639746948053444
61,1.4757191904070763,69.0,31.0,0.03880775931494783
62,1.4841605178994677,68.0,32.0,0.008441327492391425
63,1.497649444674586,69.0,31.0,0.013488926775118357
64,1.5061687138314812,70.0,30.0,0.008519269156895135
65,1.5242451229233778,69.0,31.0,0.018076409091896523
66,1.5294753591630097,70.0,30.0,0.005230236239631869
67,1.5445079828683816,71.0,29.0,0.015032623705371879
68,1.5512411431933188,70.0,30.0,0.006733160324937128
69,1.6215953106176082,71.0,29.0,0.07035416742428946
70,1.6378376882543717,72.0,28.0,0.016242377636763596
71,1.6442198366532592,73.0,27.0,0.006382148398887568
72,1.663467177673378,74.0,26.0,0.019247341020118852
73,1.7020358011057726,75.0,25.0,0.03856862343239447
74,1.7228603181614617,76.0,24.0,0.02082451705568905
75,1.727638677193126,75.0,25.0,0.004778359031664249
76,1.7881156814284196,74.0,26.0,0.06047700423529366
77,1.8354432585707263,73.0,27.0,0.04732757714230663
78,1.8596146011211916,72.0,28.0,0.02417134255046528
79,1.8610692354204508,71.0,29.0,0.001454634299259234
80,1.877991867838128,70.0,30.0,0.016922632417677216
81,1.878328302619133,71.0,29.0,0.0003364347810050127
82,1.8822232662313743,72.0,28.0,0.0038949636122411796
83,1.9051712561113663,71.0,29.0,0.02294798987999196
84,1.9298154391107212,72.0,28.0,0.02464418299935493
85,1.9755008636284255,71.0,29.0,0.04568542451770434
86,2.0854665693037937,70.0,30.0,0.1099657056753682
87,2.117306251976777,71.0,29.0,0.03183968267298315
88,2.1223910446749783,70.0,30.0,0.00508479269820142
89,2.1298874796833585,69.0,31.0,0.007496435008380063
90,2.1744867540524533,68.0,32.0,0.04459927436909492
91,2.1960078566855685,69.0,31.0,0.021521102633115206
92,2.2024617598257294,68.0,32.0,0.006453903140160847
93,2.2026039390048684,69.0,31.0,0.00014217917913911376
94,2.2053236698082714,68.0,32.0,0.00271973080340306
95,2.2268628846751737,67.0,33.0,0.02153921486690215
96,2.258679918014651,68.0,32.0,0.03181703333947696
97,2.2655857832963737,69.0,31.0,0.006905865281723026
98,2.295432853843716,70.0,30.0,0.02984707054734229
99,2.3041671247062467,69.0,31.0,0.008734270862530815
100,2.3047193853486845,68.0,32.0,0.0005522606424377822
101,2.320387886787656,69.0,31.0,0.015668501438971437
102,2.323394468726462,70.0,30.0,0.0030065819388063113
103,2.3379377836813737,69.0,31.0,0.0145433149549119
104,2.3784077560628063,68.0,32.0,0.04046997238143261
105,2.3996138286140263,67.0,33.0,0.02120607255122016
106,2.448951063478569,68.0,32.0,0.04933723486454281
107,2.493143615646785,69.0,31.0,0.044192552168215944
108,2.5169918638465916,68.0,32.0,0.02384824819980667
109,2.5291584423633777,67.0,33.0,0.012166578516786238
110,2.5459237004215893,66.0,34.0,0.016765258058211746
111,2.565806847403718,67.0,33.0,0.019883146982128647
112,2.5739943310091244,66.0,34.0,0.0081874836054062
113,2.5783947169779253,67.0,33.0,0.004400385968800723
114,2.6128528151260877,66.0,34.0,0.034458098148162454
115,2.613191484534749,65.0,35.0,0.00033866940866105
116,2.6255800485890024,64.0,36.0,0.012388564054253596
117,2.644015719001,63.0,37.0,0.018435670411997573
118,2.6611481530846017,62.0,38.0,0.017132434083601853
119,2.665389158900951,61.0,39.0,0.004241005816349087
120,2.6710780368228693,62.0,38.0,0.005688877921918311
121,2.688079899191707,63.0,37.0,0.01700186236883785
122,2.6893360028650433,62.0,38.0,0.0012561036733361758
123,2.6928983751832756,63.0,37.0,0.00356237231823239
124,2.7212398100383317,64.0,36.0,0.02834143485505622
125,2.7292153198473357,63.0,37.0,0.00797550980900401
126,2.749010268021189,64.0,36.0,0.019794948173853234
127,2.7701199543412875,63.0,37.0,0.021109686320098638
128,2.7723785731355384,64.0,36.0,0.0022586187942507828
129,2.7732652716500406,65.0,35.0,0.0008866985145020394
130,2.7788859158953922,66.0,34.0,0.0056206442453518735
131,2.8344891423457153,65.0,35.0,0.05560322645032303
132,2.8505283132246118,66.0,34.0,0.016039170878896485
133,2.8574536403212245,67.0,33.0,0.006925327096612803
134,2.889611757776105,66.0,34.0,0.03215811745488046
135,2.8910217446055575,65.0,35.0,0.0014099868294526617
136,2.921063875334262,66.0,34.0,0.0300421307287045
137,2.9315259441573107,65.0,35.0,0.010462068823048499
138,2.946146611355612,64.0,36.0,0.014620667198301247
139,2.957102850358007,65.0,35.0,0.010956239002394964
140,2.978912660874788,64.0,36.0,0.021809810516781002
141,3.0133356119994645,65.0,35.0,0.03442295112467669
142,3.025520700540151,64.0,36.0,0.012185088540686383
143,3.0362765086539194,63.0,37.0,0.010755808113768259
144,3.047155371480925,64.0,36.0,0.010878862827005618
145,3.0599650575615596,65.0,35.0,0.0128096860806345
146,3.085887642111411,66.0,34.0,0.025922584549851493
147,3.1222741289963603,65.0,35.0,0.036386486884948936
148,3.1712579063125474,64.0,36.0,0.048983777316187256
149,3.1733809856468618,63.0,37.0,0.0021230793343142394
150,3.1809511774391783,62.0,38.0,0.007570191792316532
151,3.2304480858738436,61.0,39.0,0.0494969084346653
152,3.258283988780347,62.0,38.0,0.027835902906503417
153,3.26991797141403,61.0,39.0,0.011633982633683128
154,3.281865874870928,60.0,40.0,0.011947903456897984
155,3.296531011795616,61.0,39.0,0.014665136924688122
156,3.3281467024639855,60.0,40.0,0.03161569066836949
157,3.34227599627014,59.0,41.0,0.0141292938061547
158,3.344590956323508,58.0,42.0,0.0023149600533679615
159,3.3843566368089455,57.0,43.0,0.039765680485437306
160,3.3858859474515905,56.0,44.0,0.001529310642645112
161,3.387474398353602,57.0,43.0,0.0015884509020115578
162,3.397478150991375,56.0,44.0,0.010003752637772685
163,3.399923456252038,57.0,43.0,0.0024453052606630034
164,3.4039735268613707,58.0,42.0,0.00405007060933255
165,3.4055870644723085,59.0,41.0,0.0016135376109379833
166,3.417813615409002,58.0,42.0,0.012226550936693798
167,3.4287839934268667,57.0,43.0,0.010970378017864367
168,3.4331499537762973,58.0,42.0,0.004365960349430671
169,3.4625579229574477,59.0,41.0,0.029407969181150247
170,3.469688849261769,60.0,40.0,0.007130926304321221
171,3.4730057056695394,61.0,39.0,0.0033168564077702676
172,3.4819960606766154,62.0,38.0,0.008990355007076229
173,3.498987001432347,63.0,37.0,0.016990940755731834
174,3.499511986585871,64.0,36.0,0.000524985153523548
175,3.522774030975404,63.0,37.0,0.023262044389533474
176,3.5489026584522096,62.0,38.0,0.02612862747680544
177,3.5727322446250303,63.0,37.0,0.023829586172820695
178,3.5784403818951462,64.0,36.0,0.005708137270115832
179,3.581424884701683,65.0,35.0,0.0029845028065369978
180,3.59637338219136,64.0,36.0,0.014948497489677182
181,3.6059005468062635,63.0,37.0,0.009527164614903216
182,3.61289053616248,64.0,36.0,0.006989989356216334
183,3.622550011276631,65.0,35.0,0.009659475114151045
184,3.661802500586449,64.0,36.0,0.03925248930981771
185,3.673434181971464,63.0,37.0,0.011631681385015063
186,3.6897064523053507,64.0,36.0,0.01627227033388679
187,3.7022965785778417,63.0,37.0,0.012590126272491195
188,3.704935879595797,62.0,38.0,0.002639301017955479
189,3.7587825389606193,63.0,37.0,0.05384665936482218
190,3.759315322747615,64.0,36.0,0.0005327837869954143
191,3.7792923216931067,65.0,35.0,0.01997699894549186
192,3.805569984608286,64.0,36.0,0.026277662915179495
