1.6445e-56,4.4169e-54,7.8219e-52,1.0893e-49,1.2677e-47,1.2725e-45,1.1233e-43,8.8304e-42,6.2299e-40,3.9618e-38,2.276e-36,1.1824e-34,5.5569e-33,2.3629e-31,9.0913e-30,3.165e-28,9.9699e-27,2.8417e-25,7.3288e-24,1.7103e-22,3.6113e-21,6.8997e-20,1.1928e-18,1.8658e-17,2.6409e-16,3.3823e-15,3.9195e-14,4.1098e-13,3.8993e-12,3.3475e-11,2.6003e-10,1.8277e-09,1.1624e-08,6.6889e-08,3.4829e-07,1.641e-06,6.9956e-06,2.6985e-05,9.4187e-05,0.00029746,0.00085004,0.0021979,0.0051293,0.010448,0.016957,0.020734,0.01951,0.014811,0.0094307,0.0051635
7.411e-323,1.4822e-322,2.1245e-322,2.8162e-322,3.5079e-322,4.0019e-322,4.8418e-322,5.4347e-322,5.7312e-322,6.2746e-322,6.7687e-322,7.8062e-322,8.1521e-322,8.9426e-322,9.4861e-322,1.0079e-321,1.0375e-321,1.0128e-321,1.0524e-321,1.1364e-321,1.1166e-321,1.2352e-321,1.25e-321,1.3488e-321,1.4081e-321,1.418e-321,1.5415e-321,1.5958e-321,1.6946e-321,1.8429e-321,8.8112e-320,3.1001e-242,1.8972e-179,5.5801e-130,3.7778e-92,3.9203e-64,4.4515e-44,3.2279e-30,5.648e-21,4.9965e-15,2.4474e-11,3.9095e-09,7.0472e-08,3.2686e-07,6.5697e-07,7.843e-07,6.6785e-07,4.4938e-07,2.5257e-07,1.2202e-07
3.9525e-323,7.9051e-323,1.2352e-322,1.7292e-322,2.1245e-322,2.7668e-322,3.2608e-322,3.6067e-322,4.0513e-322,4.5454e-322,5.5335e-322,5.9782e-322,6.8181e-322,7.4604e-322,8.2015e-322,8.6956e-322,8.745e-322,9.3378e-322,1.0425e-321,1.0474e-321,1.1956e-321,1.2352e-321,1.3686e-321,1.4674e-321,1.5118e-321,1.6848e-321,1.7786e-321,1.9318e-321,2.1541e-321,1.0598e-319,3.8152e-242,2.3871e-179,7.1706e-130,4.9533e-92,5.2406e-64,6.0625e-44,4.476e-30,7.9705e-21,7.1727e-15,3.5725e-11,5.8011e-09,1.0627e-07,5.0074e-07,1.0222e-06,1.2392e-06,1.0712e-06,7.3159e-07,4.1725e-07,2.0451e-07,5.9539e-08
2.4703e-323,5.4347e-323,8.3991e-323,1.1364e-322,1.581e-322,1.9763e-322,2.2233e-322,2.5691e-322,3.0138e-322,3.8537e-322,4.249e-322,5.0395e-322,5.6323e-322,6.4229e-322,7.0157e-322,7.2628e-322,7.9545e-322,9.1896e-322,9.4861e-322,1.1116e-321,1.1858e-321,1.3488e-321,1.4871e-321,1.5662e-321,1.7935e-321,1.9466e-321,2.1689e-321,2.4753e-321,1.2544e-319,4.6343e-242,2.9725e-179,9.1435e-130,6.4619e-92,6.9888e-64,8.2591e-44,6.2256e-30,1.1312e-20,1.0384e-14,5.2732e-11,8.7276e-09,1.629e-07,7.8192e-07,1.6255e-06,2.0062e-06,1.7652e-06,1.2267e-06,7.1173e-07,3.5479e-07,1.3305e-07,3.2282e-08
1.9763e-323,3.9525e-323,5.9288e-323,8.8932e-323,1.1858e-322,1.3834e-322,1.6304e-322,1.9763e-322,2.6185e-322,2.9644e-322,3.6067e-322,4.1007e-322,4.8418e-322,5.4347e-322,5.7806e-322,6.5217e-322,7.8062e-322,8.2509e-322,9.9801e-322,1.0968e-321,1.2846e-321,1.4624e-321,1.581e-321,1.8577e-321,2.0751e-321,2.3765e-321,2.7865e-321,1.4567e-319,5.5361e-242,3.6491e-179,1.1523e-129,8.352e-92,9.2567e-64,1.1202e-43,8.642e-30,1.6063e-20,1.5075e-14,7.8241e-11,1.323e-08,2.5219e-07,1.2358e-06,2.622e-06,3.3016e-06,2.963e-06,2.0996e-06,1.2418e-06,6.3082e-07,2.5968e-07,8.1157e-08,1.0967e-08
1.4822e-323,2.9644e-323,4.9407e-323,6.9169e-323,8.3991e-323,1.0375e-322,1.2846e-322,1.7786e-322,2.0257e-322,2.5691e-322,2.9644e-322,3.6067e-322,4.0513e-322,4.3972e-322,5.1383e-322,6.3734e-322,6.9169e-322,8.5967e-322,9.7825e-322,1.1759e-321,1.3883e-321,1.5415e-321,1.8676e-321,2.1492e-321,2.5395e-321,3.0632e-321,1.6538e-319,6.4812e-242,4.4005e-179,1.4297e-129,1.0652e-91,1.2126e-63,1.5061e-43,1.1917e-29,2.2705e-20,2.1832e-14,1.1604e-10,2.0085e-08,3.9175e-07,1.9635e-06,4.2595e-06,5.4817e-06,5.026e-06,3.6374e-06,2.1963e-06,1.1387e-06,4.9248e-07,1.6896e-07,2.9408e-08,4.2429e-10
9.8813e-324,2.4703e-323,3.9525e-323,4.9407e-323,6.4229e-323,8.3991e-323,1.1858e-322,1.3834e-322,1.7786e-322,2.0751e-322,2.6185e-322,2.9644e-322,3.2114e-322,3.9031e-322,4.9901e-322,5.5829e-322,7.164e-322,8.3991e-322,1.0425e-321,1.2697e-321,1.4575e-321,1.8182e-321,2.1591e-321,2.6383e-321,3.2806e-321,1.8299e-319,7.4114e-242,5.1948e-179,1.7404e-129,1.3358e-91,1.5649e-63,1.9988e-43,1.6253e-29,3.1803e-20,3.1388e-14,1.7115e-10,3.0374e-08,6.0718e-07,3.1175e-06,6.9246e-06,9.1206e-06,8.555e-06,6.3311e-06,3.9075e-06,2.07e-06,9.2601e-07,3.3378e-07,6.3775e-08,1.1852e-09,9.5512e-15
9.8813e-324,1.9763e-323,2.9644e-323,3.9525e-323,5.4347e-323,7.9051e-323,9.3872e-323,1.2352e-322,1.4328e-322,1.8774e-322,2.1245e-322,2.2727e-322,2.8656e-322,3.7549e-322,4.2984e-322,5.7312e-322,6.9169e-322,8.8932e-322,1.1166e-321,1.3241e-321,1.7095e-321,2.0948e-321,2.6531e-321,3.4091e-321,1.9673e-319,8.2528e-242,5.9845e-179,2.0717e-129,1.6412e-91,1.9826e-63,2.6091e-43,2.184e-29,4.3965e-20,4.4608e-14,2.4991e-10,4.5544e-08,9.3433e-07,4.9206e-06,1.1205e-05,1.5122e-05,1.4526e-05,1.1004e-05,6.9491e-06,3.7646e-06,1.7315e-06,6.4554e-07,1.2959e-07,2.6436e-09,2.7441e-14,1.8684e-28
9.8813e-324,1.4822e-323,2.4703e-323,3.4585e-323,5.4347e-323,6.4229e-323,8.3991e-323,9.8813e-323,1.334e-322,1.4822e-322,1.581e-322,2.0257e-322,2.7668e-322,3.162e-322,4.3972e-322,5.4841e-322,7.2628e-322,9.4367e-322,1.1561e-321,1.5415e-321,1.9614e-321,2.579e-321,3.4288e-321,2.0488e-319,8.9219e-242,6.7074e-179,2.4041e-129,1.9696e-91,2.458e-63,3.3383e-43,2.8815e-29,5.9767e-20,6.2436e-14,3.5988e-10,6.7433e-08,1.4215e-06,7.6873e-06,1.7965e-05,2.4868e-05,2.4488e-05,1.9006e-05,1.229e-05,6.8142e-06,3.2146e-06,1.2322e-06,2.5585e-07,5.4835e-09,6.2481e-14,5.4796e-28,2.2724e-63
4.9407e-324,1.4822e-323,1.9763e-323,3.4585e-323,4.4466e-323,5.9288e-323,6.9169e-323,9.3872e-323,1.0375e-322,1.0869e-322,1.3834e-322,1.9763e-322,2.2233e-322,3.2608e-322,4.1502e-322,5.6818e-322,7.658e-322,9.6343e-322,1.334e-321,1.7638e-321,2.411e-321,3.3201e-321,2.061e-319,9.3376e-242,7.2933e-179,2.712e-129,2.302e-91,2.973e-63,4.1742e-43,3.7213e-29,7.9644e-20,8.578e-14,5.0937e-10,9.8251e-08,2.1305e-06,1.1844e-05,2.8433e-05,4.0406e-05,4.0822e-05,3.2486e-05,2.1527e-05,1.2225e-05,5.911e-06,2.324e-06,4.961e-07,1.0998e-08,1.3166e-13,1.2674e-27,6.7693e-63,1.854e-140
