0.53116,0.32415,0.10891,0.026543,0.0052327,0.00088345,0.00013217,1.7911e-05,2.2317e-06,2.5831e-07,2.7978e-08,2.8502e-09,2.7409e-10,2.4941e-11,2.151e-12,1.7598e-13,1.3662e-14,1.0066e-15,7.0349e-17,4.6613e-18,2.9257e-19,1.7378e-20,9.7584e-22,5.1738e-23,2.5869e-24,1.2182e-25,5.3952e-27,2.2445e-28,8.7589e-30,3.2019e-31,1.0951e-32,3.4991e-34,1.0434e-35,2.8995e-37,7.5008e-39,1.8042e-40,4.0307e-42,8.3547e-44,1.6051e-45,2.8553e-47,4.6988e-49,7.1471e-51,1.0039e-52,1.3013e-54,1.5553e-56,1.7128e-58,1.7368e-60,1.6205e-62,1.3906e-64,1.0967e-66,7.945e-69,5.2845e-71,3.2255e-73,1.8059e-75,9.2696e-78,4.3606e-80,1.8792e-82,7.4164e-85,2.6793e-87,8.8581e-90,2.6791e-92,7.4104e-95,1.874e-97,4.3318e-100,9.1498e-103,1.7656e-105,3.1116e-108,5.0074e-111,7.3566e-114,9.8646e-117,1.2071e-119,1.3476e-122,1.3724e-125,1.2747e-128,1.0796e-131,8.3368e-135,5.8684e-138,3.765e-141,2.2013e-144,1.1727e-147,5.6916e-151,2.5163e-154,1.0133e-157,3.7158e-161,1.2408e-164,3.7723e-168,1.0441e-171,2.6305e-175,6.032e-179,1.2588e-182,2.3913e-186,3.9443e-190,1.2929e-193,1.1642e-195,1.4239e-197,-1.871e-200,6.149e-202,3.2616e-205,-4.7071e-210,3.4836e-214
2.7385e-85,6.8659e-88,9.3763e-91,9.2061e-94,7.2504e-97,4.8499e-100,2.8512e-103,1.506e-106,7.2546e-110,3.2207e-113,1.3305e-116,1.168e-119,1.4151e-120,2.9719e-121,6.1472e-122,1.258e-122,2.5628e-123,5.2303e-124,1.0754e-124,2.2365e-125,4.7112e-126,1.003e-126,2.1461e-127,4.5792e-128,9.655e-129,1.9933e-129,3.9954e-130,7.7168e-131,1.426e-131,2.4982e-132,4.0646e-133,5.7512e-134,5.1587e-135,-7.7778e-136,-6.8721e-136,-2.8944e-136,-9.8393e-137,-2.9473e-137,-8.0015e-138,-1.9938e-138,-4.5935e-139,-9.8373e-140,-1.965e-140,-3.6633e-141,-6.3429e-142,-1.0043e-142,-1.3959e-143,-1.5054e-144,-5.4957e-146,3.0491e-146,1.1662e-146,2.7466e-147,5.0192e-148,7.4651e-149,8.9586e-150,7.6705e-151,6.0997e-153,-1.5996e-152,-4.0343e-153,-5.354e-154,-2.1341e-155,7.4188e-156,2.2802e-156,4.3075e-157,6.6438e-158,9.4749e-159,1.0459e-159,8.449e-161,5.8547e-162,3.7515e-163,3.1107e-164,3.7307e-165,5.1049e-166,3.1471e-167,1.0298e-168,4.1605e-170,-1.4638e-171,3.056e-174,2.4418e-173,1.7773e-174,1.1434e-175,-6.0082e-178,-1.0652e-178,4.2956e-180,2.7823e-181,9.1076e-183,3.3044e-184,1.0606e-185,-2.5974e-188,2.0755e-189,1.0489e-190,8.9454e-194,2.3038e-195,3.9558e-198,1.0072e-198,3.9133e-202,9.2862e-204,-1.6669e-206,5.4347e-323,6.9169e-323
1.978e-89,5.2512e-92,7.5231e-95,7.6905e-98,6.2642e-101,4.3079e-104,2.5895e-107,1.3914e-110,6.787e-114,3.1565e-117,2.7104e-119,5.4574e-120,1.1367e-120,2.3662e-121,4.9816e-122,1.0705e-122,2.3564e-123,5.2969e-124,1.2052e-124,2.7422e-125,6.1592e-126,1.3479e-126,2.8362e-127,5.6488e-128,1.0419e-128,1.7116e-129,2.2759e-130,1.5511e-131,-3.9177e-132,-2.3057e-132,-7.8052e-133,-2.2482e-133,-6.0892e-134,-1.6152e-134,-4.242e-135,-1.0956e-135,-2.7461e-136,-6.6016e-137,-1.5121e-137,-3.295e-138,-6.8414e-139,-1.3547e-139,-2.5463e-140,-4.4687e-141,-7.0479e-142,-9.0839e-143,-6.3199e-144,1.2148e-144,6.886e-145,2.0129e-145,4.5629e-146,8.6967e-147,1.4387e-147,2.0989e-148,2.6698e-149,2.6922e-150,1.3183e-151,-2.1216e-152,-6.5776e-153,-8.0968e-154,-1.5605e-155,1.4566e-155,3.6416e-156,6.258e-157,9.6551e-158,1.3487e-158,1.4717e-159,1.341e-160,1.0204e-161,4.2105e-163,2.1665e-164,3.1523e-165,4.7941e-166,1.153e-167,-6.8462e-169,-1.662e-169,-9.7543e-171,1.2305e-172,6.7914e-173,4.359e-174,3.0075e-175,5.58e-177,4.0467e-179,2.1013e-180,6.0009e-181,1.4055e-182,4.5888e-184,2.1907e-185,-7.3851e-188,7.9333e-189,3.5493e-190,-3.9824e-193,4.7237e-195,1.7005e-196,2.2616e-198,-4.1027e-201,3.3646e-203,1.1299e-206,9.8813e-324,2.9644e-323
1.5128e-93,4.2133e-96,6.2846e-99,6.6445e-102,5.5642e-105,3.9125e-108,2.3924e-111,1.3034e-114,1.0465e-117,8.9296e-119,1.9002e-119,4.0282e-120,8.6343e-121,1.8982e-121,4.3069e-122,1.0045e-122,2.3803e-123,5.6432e-124,1.3181e-124,2.9886e-125,6.4794e-126,1.3182e-126,2.4439e-127,3.8869e-128,4.3824e-129,-7.055e-131,-2.4604e-130,-1.0045e-130,-3.0568e-131,-8.1874e-132,-2.0655e-132,-5.1224e-133,-1.2816e-133,-3.2544e-134,-8.2919e-135,-2.0806e-135,-5.0591e-136,-1.1806e-136,-2.6347e-137,-5.6161e-138,-1.1399e-138,-2.1801e-139,-3.8347e-140,-5.8973e-141,-6.9359e-142,-2.5e-143,1.7912e-143,7.4848e-144,2.0207e-144,4.4538e-145,8.5554e-146,1.4843e-146,2.3942e-147,3.6136e-148,4.8237e-149,4.7572e-150,1.3194e-151,-6.1095e-152,-1.3866e-152,-1.4771e-153,-3.9776e-155,1.4191e-155,3.1268e-156,5.949e-157,1.1775e-157,1.9204e-158,2.283e-159,2.3555e-160,1.7094e-161,1.6008e-163,-3.1608e-164,-1.433e-165,3.8253e-166,-5.142e-168,-1.6715e-168,-4.5607e-169,-1.148e-170,1.3124e-171,2.1015e-172,1.0574e-173,6.7262e-175,5.9759e-177,-4.2124e-179,-2.0562e-179,1.0036e-180,1.8035e-182,9.557e-184,4.8984e-185,-2.8794e-187,1.8813e-188,1.0148e-189,-2.8756e-192,-1.8297e-195,9.046e-196,5.2413e-198,-1.7776e-201,1.4303e-202,1.8225e-205,4.9407e-324,1.4822e-323
1.2138e-97,3.5197e-100,5.4298e-103,5.9019e-106,5.0534e-109,3.615e-112,2.2893e-115,1.3114e-117,2.5932e-118,5.441e-119,1.1299e-119,2.3959e-120,5.3296e-121,1.2564e-121,3.1036e-122,7.8388e-123,1.9727e-123,4.8406e-124,1.1371e-124,2.509e-125,5.0655e-126,8.9016e-127,1.1854e-127,3.9697e-129,-4.6192e-129,-2.2143e-129,-7.1593e-130,-1.9558e-130,-4.8746e-131,-1.1674e-131,-2.8154e-132,-7.0739e-133,-1.8615e-133,-5.0155e-134,-1.3414e-134,-3.4776e-135,-8.6296e-136,-2.0396e-136,-4.5822e-137,-9.7442e-138,-1.9399e-138,-3.5331e-139,-5.62e-140,-6.9537e-141,-3.5613e-142,1.3819e-142,6.2761e-143,1.7095e-143,3.7443e-144,7.143e-145,1.2489e-145,2.1102e-146,3.5641e-147,5.7683e-148,7.7487e-149,6.1751e-150,-3.1003e-151,-1.8992e-151,-3.2139e-152,-3.2453e-153,-2.4197e-154,-3.174e-155,-6.4272e-156,-6.4259e-157,1.5385e-158,1.3439e-158,1.9776e-159,2.323e-160,8.1453e-162,-2.3279e-162,-2.7187e-163,-1.8423e-164,-5.2907e-168,-5.1532e-167,-6.1729e-168,-1.2656e-168,-7.3123e-171,4.4433e-171,5.6721e-172,2.3088e-173,1.2262e-174,-2.0877e-176,-7.9436e-178,-1.0654e-178,5.8901e-181,3.4468e-182,2.5499e-183,1.0067e-184,-1.1295e-186,3.2374e-188,2.2568e-189,-1.2387e-191,-7.287e-194,3.0119e-195,7.6347e-198,3.9877e-200,4.4676e-202,7.0833e-205,-4.9407e-324,4.9407e-324
1.014e-101,3.041e-104,4.823e-107,5.3602e-110,4.6737e-113,4.6091e-116,2.8054e-117,5.5647e-118,9.884e-119,1.5846e-119,2.4415e-120,4.3738e-121,1.1319e-121,3.7918e-122,1.3059e-122,4.1983e-123,1.2338e-123,3.3004e-124,7.9732e-125,1.7017e-125,3.0287e-126,3.6746e-127,-1.1309e-128,-2.5885e-128,-1.0681e-128,-3.2224e-129,-8.2593e-130,-1.9219e-130,-4.3352e-131,-1.0303e-131,-2.7533e-132,-8.1777e-133,-2.5221e-133,-7.6117e-134,-2.1824e-134,-5.8884e-135,-1.4943e-135,-3.5722e-136,-8.0379e-137,-1.691e-137,-3.2732e-138,-5.6468e-139,-8.1072e-140,-7.7358e-141,2.9829e-142,3.9105e-142,1.2491e-142,2.9077e-143,5.644e-144,9.7407e-145,1.6182e-145,2.8413e-146,5.293e-147,9.051e-148,1.1132e-148,3.885e-150,-1.9473e-150,-5.2888e-151,-7.8456e-152,-8.9893e-153,-1.2555e-153,-2.5764e-154,-4.6785e-155,-5.8783e-156,-5.3896e-157,-4.3567e-158,-4.2825e-159,-4.1794e-160,-7.321e-161,-1.2021e-161,-1.0359e-162,-6.5902e-164,-1.13e-165,-2.3527e-166,-3.0577e-167,-3.7813e-168,5.9389e-171,1.1433e-170,1.4122e-171,4.0718e-173,1.5587e-174,-1.189e-175,-2.4772e-177,-3.5907e-178,-3.3228e-180,1.167e-181,7.5713e-183,1.681e-184,-5.3137e-186,-5.1817e-189,3.6396e-189,-4.0902e-191,-3.8006e-193,7.1076e-195,2.2143e-198,2.1128e-199,1.1524e-201,2.2406e-204,-4.9407e-324,-4.9407e-324
8.7608e-106,2.7011e-108,4.3806e-111,5.039e-114,2.686e-116,4.2276e-117,3.9812e-118,-9.4233e-119,-6.7022e-119,-2.4224e-119,-6.845e-120,-1.6472e-120,-3.4268e-121,-5.9383e-122,-7.197e-123,8.4977e-125,4.1477e-124,1.6792e-124,4.7206e-125,1.0347e-125,1.6697e-126,1.1662e-127,-4.319e-128,-2.3492e-128,-7.0392e-129,-1.5731e-129,-2.7973e-130,-4.5492e-131,-1.1552e-131,-5.4157e-132,-2.6553e-132,-1.1203e-132,-4.0878e-133,-1.3254e-133,-3.9038e-134,-1.0609e-134,-2.6877e-135,-6.3813e-136,-1.4189e-136,-2.9304e-137,-5.5188e-138,-9.1443e-139,-1.2287e-139,-9.7975e-141,1.028e-141,6.9592e-142,1.9793e-142,4.2081e-143,7.4055e-144,1.1651e-144,1.9069e-145,3.7525e-146,7.8884e-147,1.3404e-147,1.2212e-148,-1.1569e-149,-6.7704e-150,-1.4163e-150,-2.0936e-151,-2.9179e-152,-5.1827e-153,-1.045e-153,-1.7177e-154,-2.1463e-155,-2.2874e-156,-2.4567e-157,-2.8101e-158,-2.9788e-159,-3.4266e-160,-3.8149e-161,-2.9176e-162,-1.7438e-163,-3.368e-165,-8.1102e-166,-1.1626e-166,-9.9439e-168,9.4691e-170,2.9242e-170,3.4806e-171,3.8589e-173,-3.2054e-175,-3.4048e-175,-4.1375e-177,-1.0835e-177,-1.5771e-179,3.6864e-181,1.8286e-182,1.1747e-184,-2.5485e-185,-3.8078e-187,1.9399e-189,-1.1129e-190,-1.3334e-192,1.0235e-194,-2.4929e-197,6.7837e-199,2.64e-201,7.2596e-204,-4.9407e-324,-4.9407e-324
7.7819e-110,2.456e-112,5.197e-115,2.5148e-116,-1.0145e-117,-3.4822e-117,-1.8596e-117,-7.0133e-118,-2.2039e-118,-6.1354e-119,-1.5582e-119,-3.6569e-120,-7.9315e-121,-1.5678e-121,-2.7223e-122,-3.7616e-123,-2.5705e-124,6.7752e-125,3.745e-125,1.1418e-125,2.8041e-126,6.3005e-127,1.4644e-127,3.8879e-128,1.1525e-128,3.402e-129,8.9679e-130,1.8777e-130,2.1022e-131,-5.6938e-132,-5.0721e-132,-2.2993e-132,-8.2757e-133,-2.603e-133,-7.4358e-134,-1.9675e-134,-4.8738e-135,-1.135e-135,-2.4791e-136,-5.0302e-137,-9.303e-138,-1.5145e-138,-2.0095e-139,-1.6418e-140,1.276e-141,9.5283e-142,2.6146e-142,5.1434e-143,7.9931e-144,1.1047e-144,1.9182e-145,4.8126e-146,1.1296e-146,1.6706e-147,1.3599e-149,-6.5342e-149,-1.9737e-149,-3.74e-150,-5.8545e-151,-9.3899e-152,-1.7632e-152,-3.2985e-153,-4.9494e-154,-5.9815e-155,-6.6905e-156,-7.8086e-157,-9.1253e-158,-9.6153e-159,-9.8066e-160,-9.5321e-161,-6.8336e-162,-3.9057e-163,-6.7347e-165,-2.3771e-165,-3.543e-166,-2.0364e-167,6.1692e-169,8.1193e-170,8.5684e-171,-1.0987e-172,-1.1013e-173,-6.5427e-175,-2.55e-177,-3.3411e-177,-4.2212e-179,8.6423e-181,2.3009e-182,-7.0679e-184,-1.1183e-184,-2.202e-186,-1.5739e-188,-2.4989e-190,-3.5261e-192,-7.5256e-195,-1.0373e-196,1.4867e-198,5.6052e-201,2.5251e-203,0,-4.9407e-324
7.2301e-114,1.118e-115,-6.2703e-117,-3.1171e-116,-2.1762e-116,-1.0092e-116,-3.7496e-117,-1.2054e-117,-3.4978e-118,-9.3939e-119,-2.3648e-119,-5.5941e-120,-1.2345e-120,-2.4942e-121,-4.4346e-122,-6.2557e-123,-4.0693e-124,1.4616e-124,8.4046e-125,2.923e-125,8.6517e-126,2.3955e-126,6.4541e-127,1.704e-127,4.3281e-128,1.0165e-128,2.0516e-129,2.8751e-130,-1.1084e-131,-2.8993e-131,-1.4565e-131,-5.4593e-132,-1.7645e-132,-5.1661e-133,-1.4026e-133,-3.5772e-134,-8.6279e-135,-1.9704e-135,-4.242e-136,-8.5179e-137,-1.5673e-137,-2.5683e-138,-3.552e-139,-3.5695e-140,-6.6267e-142,7.9757e-142,2.3832e-142,4.1449e-143,4.5652e-144,3.9609e-145,1.3483e-145,6.057e-146,1.4896e-146,1.2851e-147,-4.3034e-148,-2.0815e-148,-5.0865e-149,-9.4495e-150,-1.5853e-150,-2.7456e-151,-5.1128e-152,-8.8378e-153,-1.2192e-153,-1.4145e-154,-1.6222e-155,-1.9619e-156,-2.2465e-157,-2.3072e-158,-2.2405e-159,-2.0803e-160,-1.4231e-161,-7.9125e-163,-1.2407e-164,-6.5864e-165,-9.571e-166,-2.4777e-167,2.9512e-168,2.3538e-169,2.0225e-170,-8.8107e-172,-4.8987e-173,-7.185e-175,6.7891e-177,-1.0531e-176,-6.753e-179,1.3125e-180,-6.1687e-182,-4.7728e-183,-4.432e-184,-9.1363e-186,-8.9022e-188,-4.2574e-190,-6.3055e-192,-1.2811e-193,-3.4078e-196,1.4268e-198,1.0917e-200,8.9278e-203,0,0
1.9829e-116,-7.5042e-116,-1.0795e-115,-7.6113e-116,-3.7753e-116,-1.5043e-116,-5.1712e-117,-1.603e-117,-4.6039e-118,-1.2422e-118,-3.1573e-119,-7.509e-120,-1.6446e-120,-3.2143e-121,-5.2063e-122,-5.2463e-123,5.9183e-124,5.6896e-124,2.2695e-124,7.233e-125,2.0694e-125,5.5451e-126,1.4108e-126,3.3863e-127,7.4534e-128,1.4006e-128,1.7454e-129,-1.5053e-130,-2.142e-130,-1.0179e-130,-3.7428e-131,-1.204e-131,-3.5407e-132,-9.7247e-133,-2.5261e-133,-6.2522e-134,-1.4789e-134,-3.3378e-135,-7.1425e-136,-1.434e-136,-2.6651e-137,-4.5163e-138,-6.8567e-139,-9.0967e-140,-1.0107e-140,-9.0542e-142,-9.356e-143,-2.6639e-143,-8.4253e-144,-1.4351e-144,5.0867e-146,9.1788e-146,1.9733e-146,-5.6779e-148,-1.5059e-147,-5.1159e-148,-1.1628e-148,-2.2252e-149,-3.9916e-150,-7.1833e-151,-1.2976e-151,-2.0789e-152,-2.648e-153,-2.9415e-154,-3.4441e-155,-4.2057e-156,-4.564e-157,-4.5596e-158,-4.5184e-159,-4.212e-160,-2.752e-161,-1.5525e-162,-3.5951e-164,-1.9e-164,-2.5196e-165,3.0984e-167,1.1811e-167,6.8181e-169,4.3582e-170,-3.7605e-171,-1.6227e-172,3.9852e-175,2.4527e-176,-3.1833e-176,6.1576e-179,8.0828e-182,-5.8611e-181,-2.0534e-182,-1.6044e-183,-3.2349e-185,-3.149e-187,-3.4702e-190,-8.4172e-193,-6.3629e-193,-1.1423e-195,-5.8206e-198,1.7066e-200,3.0578e-202,4.9407e-324,4.9407e-324
