2.2016e-06,2.4132e-05,0.00013674,0.0005333,0.001608,0.0039924,0.0084879,0.015867,0.026575,0.040434,0.056463,0.072928,0.087627,0.098353,0.10341,0.102,0.094429,0.082002,0.066685,0.050644,0.035787,0.023418,0.01411,0.0077769,0.0038925,0.0017554,0.00070744,0.00025265,7.9304e-05,2.1704e-05,5.1404e-06,1.0462e-06,1.8183e-07,2.6832e-08,3.3449e-09,3.5072e-10,3.0811e-11,2.2605e-12,1.3811e-13,7.0097e-15,2.9496e-16,1.0273e-17,2.9567e-19,7.0243e-21,1.3761e-22,2.2209e-24,2.9511e-26,3.2263e-28,2.8981e-30,2.0654e-32
5.0268e-103,8.5455e-104,7.2306e-105,4.0541e-106,1.692e-107,5.5986e-109,1.5275e-110,3.5315e-112,7.1841e-114,2.1944e-115,7.3331e-116,4.3464e-116,1.7981e-116,4.9858e-117,9.4578e-118,1.2855e-118,4.8312e-120,5.267e-121,-1.9954e-121,-1.5713e-121,-5.8985e-122,-1.0257e-122,-9.7331e-124,-2.9531e-124,-4.1124e-125,-3.6335e-126,-5.2916e-127,-7.5227e-128,-1.9461e-129,1.1737e-130,1.4766e-131,-1.4552e-132,-8.2157e-134,-1.4151e-135,-1.411e-136,-1.1786e-137,-4.0697e-139,-1.3563e-140,-5.1352e-142,-1.3962e-143,-3.0128e-145,-4.7921e-147,-5.4293e-149,-4.3092e-151,-1.9852e-153,-4.5919e-156,6.5249e-213,1.1919e-216,1.7363e-220,1.6426e-224
1.3934e-105,2.32e-106,1.9203e-107,1.0519e-108,4.284e-110,1.3818e-111,3.7085e-113,1.0954e-114,1.7252e-115,9.2829e-116,5.6003e-116,2.814e-116,9.7344e-117,2.0467e-117,1.5926e-118,-1.3163e-119,9.3438e-120,4.3532e-120,5.7631e-121,-1.512e-121,-1.1428e-122,-1.5666e-123,4.7201e-124,2.4321e-125,1.2151e-125,2.7715e-126,3.8793e-127,1.2104e-127,1.9488e-128,2.5269e-129,2.6369e-130,2.2414e-131,1.7343e-132,1.2543e-133,7.7109e-135,4.0613e-136,1.8716e-137,7.0273e-139,2.2088e-140,5.6758e-142,1.1593e-143,1.8378e-145,2.144e-147,1.7275e-149,8.483e-152,1.8762e-154,5.2111e-217,7.6817e-221,7.3505e-225,1.9763e-323
3.7828e-108,6.1612e-109,4.9824e-110,2.6634e-111,1.0598e-112,3.6492e-114,3.6599e-115,1.8806e-115,1.0465e-115,5.5108e-116,2.8836e-116,1.206e-116,2.9355e-117,1.7825e-119,-2.5559e-118,-6.5218e-119,1.0631e-119,3.3932e-120,-9.3836e-121,-7.7038e-121,-1.8074e-121,-5.6724e-122,-1.4834e-122,-3.6075e-123,-7.5911e-124,-1.4688e-124,-2.5075e-125,-3.6896e-126,-4.9645e-127,-5.9031e-128,-6.233e-129,-5.8177e-130,-4.7578e-131,-3.3836e-132,-2.0851e-133,-1.1044e-134,-4.976e-136,-1.8908e-137,-5.9596e-139,-1.5319e-140,-3.1386e-142,-4.9642e-144,-5.7999e-146,-4.6668e-148,-2.2841e-150,-5.0571e-153,3.3586e-221,3.2519e-225,2.4703e-323,9.8813e-324
1.0045e-110,1.5985e-111,1.2619e-112,6.6993e-114,4.4406e-115,2.1359e-115,1.7056e-115,1.0824e-115,5.137e-116,1.8838e-116,6.2028e-117,9.897e-118,-4.181e-118,-1.762e-118,2.2242e-118,2.9791e-118,2.0421e-118,8.9132e-119,3.2911e-119,1.1701e-119,3.9359e-120,1.1515e-120,3.0397e-121,7.1879e-122,1.5244e-122,2.8866e-123,4.8889e-124,7.4029e-125,9.9527e-126,1.1879e-126,1.2536e-127,1.1651e-128,9.4939e-130,6.7464e-131,4.1531e-132,2.1978e-133,9.9052e-135,3.7583e-136,1.1839e-137,3.0415e-139,6.2261e-141,9.8432e-143,1.1491e-144,9.2413e-147,4.5209e-149,1.0003e-151,1.4217e-225,2.4703e-323,1.4822e-323,4.9407e-324
2.6061e-113,4.0577e-114,3.4941e-115,9.4287e-116,1.1245e-115,1.1587e-115,8.2391e-116,2.6821e-116,-2.0764e-116,-4.2078e-116,-4.2299e-116,-3.4296e-116,-2.4458e-116,-1.6002e-116,-9.6377e-117,-5.3392e-117,-2.6871e-117,-1.2375e-117,-5.1119e-118,-1.876e-118,-6.1532e-119,-1.8125e-119,-4.7836e-120,-1.1316e-120,-2.3974e-121,-4.5449e-122,-7.6976e-123,-1.1624e-123,-1.562e-124,-1.8623e-125,-1.9636e-126,-1.8237e-127,-1.4851e-128,-1.0545e-129,-6.487e-131,-3.4301e-132,-1.5446e-133,-5.8561e-135,-1.8432e-136,-4.7314e-138,-9.6778e-140,-1.5287e-141,-1.7833e-143,-1.4329e-145,-7.0042e-148,-1.5484e-150,1.9763e-323,1.4822e-323,9.8813e-324,0
6.6975e-116,1.6454e-116,2.1069e-116,4.4656e-116,7.3061e-116,9.3192e-116,1.0189e-115,1.2028e-115,1.6912e-115,2.3447e-115,2.8118e-115,2.8445e-115,2.4555e-115,1.8333e-115,1.1988e-115,6.9242e-116,3.5538e-116,1.6245e-116,6.6379e-117,2.4299e-117,7.9714e-118,2.3441e-118,6.1802e-119,1.4603e-119,3.0907e-120,5.8525e-121,9.9012e-122,1.4938e-122,2.0053e-123,2.3884e-124,2.5157e-125,2.3341e-126,1.8988e-127,1.3469e-128,8.2766e-130,4.3719e-131,1.9666e-132,7.4485e-134,2.342e-135,6.0054e-137,1.2271e-138,1.9364e-140,2.2564e-142,1.8112e-144,8.8439e-147,1.9531e-149,9.8813e-324,9.8813e-324,4.9407e-324,0
4.9189e-118,-4.5537e-119,-6.5697e-117,-3.715e-116,-1.5079e-115,-4.5207e-115,-1.0218e-114,-1.8158e-114,-2.6588e-114,-3.3159e-114,-3.5802e-114,-3.376e-114,-2.7961e-114,-2.0431e-114,-1.3219e-114,-7.5962e-115,-3.8875e-115,-1.7759e-115,-7.254e-116,-2.6525e-116,-8.6906e-117,-2.5526e-117,-6.7216e-118,-1.5863e-118,-3.3532e-119,-6.3418e-120,-1.0716e-120,-1.6147e-121,-2.1648e-122,-2.5752e-123,-2.7091e-124,-2.5104e-125,-2.0396e-126,-1.445e-127,-8.8683e-129,-4.6785e-130,-2.1019e-131,-7.9508e-133,-2.4968e-134,-6.3941e-136,-1.3049e-137,-2.0564e-139,-2.3933e-141,-1.9186e-143,-9.3562e-146,-2.0636e-148,4.9407e-324,4.9407e-324,0,0
4.9241e-118,8.7595e-117,8.2911e-116,4.3791e-115,1.5582e-114,4.1912e-114,9.0373e-114,1.6094e-113,2.4063e-113,3.0597e-113,3.3467e-113,3.1787e-113,2.6414e-113,1.9317e-113,1.2493e-113,7.1715e-114,3.6655e-114,1.672e-114,6.8192e-115,2.4898e-115,8.1459e-116,2.3891e-116,6.282e-117,1.4804e-117,3.1248e-118,5.9011e-119,9.9565e-120,1.4981e-120,2.0055e-121,2.3822e-122,2.5024e-123,2.3154e-124,1.8784e-125,1.3288e-126,8.1428e-128,4.2894e-129,1.9242e-130,7.2676e-132,2.2788e-133,5.827e-135,1.1873e-136,1.8684e-138,2.1711e-140,1.7378e-142,8.4617e-145,1.8634e-147,0,0,0,0
-7.6301e-117,-1.1154e-115,-8.0496e-115,-3.8323e-114,-1.3338e-113,-3.5829e-113,-7.7061e-113,-1.3633e-112,-2.0242e-112,-2.5604e-112,-2.7902e-112,-2.6429e-112,-2.1913e-112,-1.5995e-112,-1.0326e-112,-5.9175e-113,-3.0195e-113,-1.3751e-113,-5.5988e-114,-2.0408e-114,-6.6657e-115,-1.9517e-115,-5.1232e-116,-1.2053e-116,-2.5398e-117,-4.7882e-118,-8.0651e-119,-1.2114e-119,-1.619e-120,-1.9198e-121,-2.0131e-122,-1.8595e-123,-1.506e-124,-1.0635e-125,-6.5057e-127,-3.421e-128,-1.532e-129,-5.776e-131,-1.8079e-132,-4.6149e-134,-9.3867e-136,-1.4745e-137,-1.7103e-139,-1.3666e-141,-6.6421e-144,-1.4601e-146,0,0,0,0
